isaac_lima,2017-08-27 23:49:23,"Pelo amor de Deus, alguém tirou uma foto o tirou um print do telão do bundão, digo do #Faustao?? #DançaDosFamosos"
QGAmandaD,2017-08-27 23:49:17,A bunda no telão era do vídeo cassetada 😂 #Faustão #dancadosfamosos
RaphaelaRocha,2017-08-27 23:49:16,A verdadeira identidade da bunda no telão do #Faustão foi revelado. Na verdade era uma perna kkkkk #DancaDosFamosos
avelinoMARCILIO,2017-08-27 23:49:08,#Faustão mostrando as notas da dança me pareceu uma bunda 😂 https://t.co/dUDCW668pR
danyllo_franco,2017-08-27 23:48:55,"Explicaram a suposta ""bunda"" no telão do #Faustão #FomosTrolados"
TulioGCezar,2017-08-27 23:48:40,"Apareceu uma bunda no telão do programa do #faustão ????
#DancaDosFamosos"
para_cetaloca,2017-08-27 23:48:38,"Faustão muito rico reconhecendo nós, pobres do Twitter #Faustao"
gabrieltd_,2017-08-27 23:48:34,"Imagina dar 9 
Isso não existe #Faustao"
juju_boratto,2017-08-27 23:48:28,Nao era bumbum Hahahahahahaha #Faustao êhhh mente poluída!
Thiyss,2017-08-27 23:48:23,"#Faustão
Não era uma bunda, um país inteiro tombado pelo tio Faustão"
tiagoengel,2017-08-27 23:48:13,Mais alguém viu a Bunda no #Faustao ?? Hahahahaha!
terroristadepal,2017-08-27 23:47:58,Essa roupa do #faustao hj e esse tanto d calcinha por baixo da saia q vi na #dancadosfamosos me faz lembrar do topo… https://t.co/Te5GBOSl1o
SenadorAssu,2017-08-27 23:47:53,Apareceu uma bunda no telão do #Faustão 😎
adelaidegentil,2017-08-27 23:47:50,Aquele centésimo de segundo que você vê uma bunda no telão do #Faustão 🍑 #dançadosfamosos https://t.co/G2yX3GNJT8
VouTestemunhar,2017-08-27 23:47:46,RT @WhoDriigo: Apareceu uma bunda no telão do #Faustão?! SOCORRRO #DançaDosFamosos
alviinhomcd,2017-08-27 23:47:36,RT @pedroseravat: Top 2 é da Malhação Sonhos... #dançadosfamosos #faustão https://t.co/3dYvClKxrq
liliclaud,2017-08-27 23:47:33,Aquilo no painel do #Faustao foi uma bunda?? O.o
mkelvinpaiva,2017-08-27 23:47:17,"Gente tô com vergonha alheia da assistente do Faustão, na verdade tô é com pena mesmo.
#Faustao"
joaoboava,2017-08-27 23:47:13,APARECEU UMA BUNDA NO TELÃO ? FOI ISSO QUE EU VI ? KKKKKKKKKKKK #Faustao
SenadorAssu,2017-08-27 23:46:51,RT @_danielleramos: Kkkkkkk e essa bunnda que apareceu no #Faustao
juniorsantos,2017-08-27 23:46:50,RT @WhoDriigo: Apareceu uma bunda no telão do #Faustão?! SOCORRRO #DançaDosFamosos
ErickGamaS,2017-08-27 23:46:50,Ali era uma bunda no #faustao ?
SenadorAssu,2017-08-27 23:46:41,RT @Uzedajunior: Quem colocou essa Carolina Casting como técnica gente??? Que micão! #Faustao #DancaDosFamosos
TupinikinAzul,2017-08-27 23:46:37,RT @WhoDriigo: Apareceu uma bunda no telão do #Faustão?! SOCORRRO #DançaDosFamosos
joaobezerra,2017-08-27 23:46:36,Só eu vi uma bunda no telao do #Faustao?
thammybel,2017-08-27 23:46:34,"RT @ValquiriaRuiva: #DançaDosFamosos #Faustão 

Lá Vem Treta 😠😨"
RaissaCabral_,2017-08-27 23:46:32,RT @WhoDriigo: Apareceu uma bunda no telão do #Faustão?! SOCORRRO #DançaDosFamosos
SenadorAssu,2017-08-27 23:46:29,"RT @tatiaponte: Vixeee, a Dira vai gritar um ""Fora, Temer"" na TV!! #dingdong #faustao"
EdjjCoelho,2017-08-27 23:46:27,"RT @AllexPaulo: Hoje o júri foi péssimo, até a produção cagando nas notas no final!! #DancaDosFamosos  #Faustao  @gshow @RedeGlobo"
danyllo_franco,2017-08-27 23:46:20,Puta que pariu!!! Uma bunda no telão do #Faustão kkkkkkkkk... 🤣🤣🤣
SenadorAssu,2017-08-27 23:46:19,RT @WhoDriigo: Apareceu uma bunda no telão do #Faustão?! SOCORRRO #DançaDosFamosos
CriSantosS2,2017-08-27 23:46:18,RT @pedroseravat: Top 2 é da Malhação Sonhos... #dançadosfamosos #faustão https://t.co/3dYvClKxrq
marcelsimao,2017-08-27 23:46:17,Faustão metendo o lôco na produção. #DançaDosFamosos #Faustão
brazilianaio,2017-08-27 23:46:14,RT @WhoDriigo: Apareceu uma bunda no telão do #Faustão?! SOCORRRO #DançaDosFamosos
